identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year
9498859,A8425,OSF2000/019964,"KHAYAT, Amer [Immigration Case file]",22 Jun 2000 - 25 Oct 2000,2000-06-22,2000-10-25,Sydney,Closed,18 Jul 2018,2018-07-18,Closed period,2020
9573515,A4311,619/4,"[Report of the Assistant Secretary of the Department of External Affairs, Mr Plimsoll's visit to South and South East Asia]",1956 - 1956,1956-01-01,1956-01-01,Canberra,Closed,26 Nov 2020,2020-11-26,Withheld pending adv,2020
9575721,A471,84080,"[FULLER Ernest William (Private) : Service Number - 3/750991 : Unit - 15th National Service Training Battalion, Australian Military Forces : Date of Court Martial - 6 April 1954]",1954 - 1954,1954-01-01,1954-01-01,Canberra,Closed,02 Jul 2020,2020-07-02,33(1)(g),2020
9778493,A471,93959 PART 1,"[EDWARDS Nigel Brendan (Captain) : Service Number - 3172322 : Unit - 51st Supply Battalion, Australian Military Forces : Date of Court Martial - 10 April 1986]",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,24 Jun 2020,2020-06-24,Withheld pending adv,2020
9778809,A471,93977,"[MOSTINA Stephen (Leading Aircraftman) : Service Number - A126189 : Unit - Base Squadron Amberley, Royal Australian Air Force : Date of Court Martial - 21 August 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,10 Jul 2020,2020-07-10,Withheld pending adv,2020
9778812,A471,93959 PART 1,"[EDWARDS Nigel Brendan (Captain) : Service Number - 3172322 : Unit - Australian Regular Army, Australian Military Forces : Date of Court Martial - 8 April 1986]",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,21 May 2020,2020-05-21,Withheld pending adv,2020
9778997,A471,94367,"[HILSTON James (Warrant Officer) : Service Number - 549257 : Unit - Defence Centre Perth, Australian Military Forces : Date of Court Martial - 28 November 1994]",1994 - 1994,1994-01-01,1994-01-01,Canberra,Closed,15 Jun 2020,2020-06-15,Withheld pending adv,2020
9804484,A471,91618,"[MURTON Lynford John (Corporal) - Service Number - 42507 : Unit - 3rd Training Battalion, Australian Military Forces : Date of Court Martial - 18 and 19 December 1968]",1968 - 1968,1968-01-01,1968-01-01,Canberra,Closed,18 Sep 2020,2020-09-18,Withheld pending adv,2020
9805899,A471,94007,"[O'GRADY Johnathon Francis : Service Number - 235774 : Unit - Army Apprentice's School, Australian Military Forces : Date of Court Martial - 15 and 16 January 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,09 Jul 2020,2020-07-09,33(1)(g),2020
9805957,A471,94003,"[FENNELL Scott Charles : Service Number - 454718 : Unit - Army Apprentices School, Bonegilla, Australian Military Forces : Date of Court Martial - 16 June 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,15 Jun 2020,2020-06-15,33(1)(g),2020
9805959,A471,94005,"[HARBRIDGE Mark Andrew : Service Number - 234475 : Unit - Army Apprentices School, Bonegilla, Australian Military Forces : Date of Court Martial - 18 June 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,16 Jun 2020,2020-06-16,33(1)(g),2020
9807881,A471,94178 PART A,"[GUTTRIDGE Eric Joseph (Corporal) : Service Number - 227374 : Unit - School of Army Health, Australian Military Forces : Date of Court Martial - 20 March 1990]",1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,17 Jun 2020,2020-06-17,33(1)(j),2020
9807882,A471,94178 PART B,"[GUTTRIDGE Eric Joseph (Corporal) : Service Number - 227374 : Unit - School of Army Health, Australian Military Forces : Date of Court Martial - 20 March 1990]",1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,17 Jun 2020,2020-06-17,33(1)(j),2020
9807914,A471,94073,"[[Portion of title exempt] : Service Number â€“ [Portion of title exempt] : Unit - Army Apprentices School, Bonegilla, Australian Military Forces : Date of Court Martial - 15 June 1988]",1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,07 May 2020,2020-05-07,33(1)(g),2020
11130925,A471,93982,"[DWYER Eric Alexander (Corporal) : Service Number - 318830 : Unit - 21st Supply Battalion, Australian Military Forces : Date of Court Martial - 25 August 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,20 May 2020,2020-05-20,33(1)(d)|33(1)(g),2020
11172768,A471,93971,"[JAMIESON Graham Karl (Corporal) : Service Number - A510188 : Unit - Butterworth Base Squadron, Royal Australian Air Force : Date of Court Martial - 10 September 1986]",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,33(1)(g),2020
11243375,A1209,77/690,Unknown,1956 - 1986,1956-01-01,1986-01-01,Canberra,Closed,19 Oct 2015,2015-10-19,Withheld pending adv,2020
11327900,A3688,174/R1/98,Review of Citizen Military Forces and Reserves 1970-71,1970 - 1974,1970-01-01,1974-01-01,Canberra,Closed,03 Aug 2020,2020-08-03,Withheld pending adv,2020
11416330,A2539,B1976/70,Background papers for the visit to Indonesia of the Minister for Foreign Affairs the Honourable Andrew Peacock MP - April 1976,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,03 Aug 2020,2020-08-03,Withheld pending adv,2020
11416331,A2539,B1974/67,Officials Briefing Notes Visit of the Prime Minister of Australia to Indonesia - April 1974,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,06 Aug 2020,2020-08-06,Withheld pending adv,2020
11416332,A2539,B1974/68,Background Papers for the Prime Minister of Australia - Visit to Indonesia April 1974,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,03 Aug 2020,2020-08-03,Withheld pending adv,2020
11416333,A2539,B1974/69,Background Papers for the Prime Minister of Australia - Visit to Indonesia September 1974,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,31 Jul 2020,2020-07-31,Withheld pending adv,2020
11637185,A6180,3/9/71/7,Aboriginal people and torres strait islander peoples - Close-up of an Aboriginal kindling flames in dried grass by blowing them at Yuendumu Sports,1971 - 1971,1971-01-01,1971-01-01,Canberra,Closed,04 Mar 2020,2020-03-04,33(1)(g),2020
12146443,A8425,F1994/84571,"SALAAD, Safi Abdi",1990 - 1995,1990-01-01,1995-01-01,Canberra,Closed,01 Dec 2020,2020-12-01,33(1)(d)|33(1)(g)|Closed period,2020
12164071,J32,HX12599 PART 1,"CULLEN, James [born 2 February 1925] - Hospital case file (Second World War ex-serviceman, deceased) - [Box 7001]; [Service number 435636]",1945 - 1986,1945-01-01,1986-01-01,Brisbane,Closed,18 Mar 2014,2014-03-18,33(1)(g),2020
12186879,B4590,44,"Personnel in Japan (BCOF) who have contacted venereal disease [consists of statistics showing rank, unit, year of birth and army number]",1947 - 1947,1947-01-01,1947-01-01,Melbourne,Closed,21 Sep 2020,2020-09-21,33(1)(g),2020
12256203,M3856,85,"[Personal papers of Prime Minister Hawke] United States of America, June 1988",1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,08 Jan 2020,2020-01-08,Withheld pending adv,2020
12427966,M3356,CABLEGRAMS 1986,Cablegrams 1986,1980 - 1990,1980-01-01,1990-01-01,Canberra,Closed,17 Sep 2020,2020-09-17,Withheld pending adv,2020
12568465,A750,1992/909,Review of access decision - G J Schneeweiss - Application of 15th July 1992,1992 - 1993,1992-01-01,1993-01-01,Canberra,Closed,30 Nov 2020,2020-11-30,,2020
12581244,K967,16,Review of Australia's Defence Capabilities [Report to the Minister for Defence by Mr Paul Dibb] [Copy 50 of 50 copies] [Draft - proposed amendments for public version],1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
13200354,D5180,1066800,Commonwealth Hindmarsh Island Report - Oral Submissions by Ngarrindjeri Women,18 Mar 1996 - 18 Mar 1996,1996-03-18,1996-03-18,Various locations,Closed,12 Nov 2020,2020-11-12,33(1)(d)|33(1)(g),2020
13442450,M5065,1547903,Four Corners - Condition at Woomera Detention Centre,1991 - 2008,1991-01-01,2008-01-01,Various locations,Closed,15 Jun 2020,2020-06-15,Non Cwlth-no appeal,2020
13529752,A8425,F1993/109594,"SERAR, Mohamed Issa",1990 - 1995,1990-01-01,1995-01-01,Canberra,Closed,02 Sep 2020,2020-09-02,33(1)(d)|33(1)(g),2020
13599662,A5897,46/1 (13) PART 2,Committeees - JIAC Guide to Foreign Defence/Service Attaches,1968 - 1978,1968-01-01,1978-01-01,Canberra,Closed,22 May 2020,2020-05-22,Withheld pending adv,2020
13901202,E840,NT220/8,BHAGWAN SHREE RAJNEESH ASHRAM FOUNDATION (ORANGE PEOPLE),1981 - 1990,1981-01-01,1990-01-01,Canberra,Closed,09 Sep 2020,2020-09-09,Withheld pending adv,2020
13964136,A12113,CLF2000/39167,"Williams, Wimon [Immigration case file]",2000 - 2001,2000-01-01,2001-01-01,Sydney,Closed,14 Jun 2018,2018-06-14,Closed period,2020
13997827,A12113,CLF2000/29176,"Okan, Ohiro",2000 - 2001,2000-01-01,2001-01-01,Sydney,Closed,18 Jul 2018,2018-07-18,Closed period,2020
14071706,A11870,40376/87,"BEGOVIC, Enver DOB 10 December 1925 - Protection Intelligence Box 912",1972 - 1986,1972-01-01,1986-01-01,Canberra,Closed,04 Nov 2020,2020-11-04,Withheld pending adv,2020
14323825,A8425,F94/17344,"GVOZDIC, Ljubinko",1994 - 1996,1994-01-01,1996-01-01,Canberra,Closed,10 Feb 2020,2020-02-10,33(1)(d)|33(1)(g),2020
14348055,M3377,49,Personal correspondence,1963 - 1988,1963-01-01,1988-01-01,Canberra,Closed,06 Nov 2020,2020-11-06,Withheld pending adv,2020
14355619,A446,1994/1642,"Adomako, Osei ( Digital copy )",1994 - 1998,1994-01-01,1998-01-01,Canberra,Closed,06 Jul 2020,2020-07-06,33(1)(d)|33(1)(g),2020
14360671,A446,A1993/36593,"Determination of refugee status - KIRIKA, Paul Eric ( Digital copy )",1992 - 1994,1992-01-01,1994-01-01,Canberra,Closed,28 Aug 2020,2020-08-28,33(1)(d)|33(1)(e)(iii)|33(1)(g),2020
14367286,A9525,PU523,"Schlaefer, Ernst Karl Heinz",1987 - 1992,1987-01-01,1992-01-01,Canberra,Closed,09 Dec 2020,2020-12-09,33(1)(g),2020
14370115,A8706,A1991/64475,"Determination of Refugee Status - PANG, Bao Yan ( aka WANG, Mei Ying ) Part 1 (Digital Copy)",1991 - 1994,1991-01-01,1994-01-01,Canberra,Closed,07 Dec 2020,2020-12-07,33(1)(d)|33(1)(g),2020
14370117,A8706,A1995/6645,"Determination of Refugee Status - PANG, Bao Yan ( aka WANG, Mei Ying ) Part 2 (Digital Copy)",1994 - 1995,1994-01-01,1995-01-01,Canberra,Closed,07 Dec 2020,2020-12-07,33(1)(d)|33(1)(g),2020
14370809,D5020,"RYAN, DEAN JEFFRIES","Ryan, Dean Jeffries [Box 30]",1979 - 1979,1979-01-01,1979-01-01,Sydney,Closed,03 Dec 2020,2020-12-03,33(1)(g),2020
20078733,A8425,OSF2000/113370,"Oduro, Jackie Pokuah [Central Office Department of Immigration case file; box 31]",2000 - 2002,2000-01-01,2002-01-01,Sydney,Closed,02 Aug 2018,2018-08-02,Closed period,2020
20078743,A8425,OSF2000/113727,"Mohamud, Habiba Mohamed - [Immigration case file]",20 Mar 2000 - 02 May 2002,2000-03-20,2002-05-02,Sydney,Closed,19 Jul 2018,2018-07-19,Closed period,2020
20884372,A452,1969/3190,Notes prepared on the West Irian Border for the information of the Parliamentary Committee on Foreign Affairs,1969 - 1972,1969-01-01,1972-01-01,Canberra,Closed,05 Nov 2020,2020-11-05,Withheld pending adv,2020
20910280,A9703,84/1/1071,Rivera Ramirez Israel Godofredo,1976 - 1989,1976-01-01,1989-01-01,Canberra,Closed,09 Jun 2020,2020-06-09,33(1)(d)|33(1)(g),2020
20910495,A9703,85/1/116,Benitez Tovar Maria Julia,1976 - 1989,1976-01-01,1989-01-01,Canberra,Closed,09 Jun 2020,2020-06-09,33(1)(d)|33(1)(g),2020
20912007,A9703,88/1/1020,Mejia Custodio Nelson David,1976 - 1989,1976-01-01,1989-01-01,Canberra,Closed,03 Aug 2020,2020-08-03,33(1)(d)|33(1)(g),2020
21773732,A2917,SD1981/1855,"ION, N",1980 - 1986,1980-01-01,1986-01-01,Canberra,Closed,05 Nov 2020,2020-11-05,33(1)(d)|33(1)(g),2020
21964519,B595,99/58/6 PART 11,Conferences on Law of the Sea,1940 - 1979,1940-01-01,1979-01-01,Canberra,Closed,24 Feb 2020,2020-02-24,Withheld pending adv,2020
23126047,A1804,435/1/32 PART 7,Trade with Communised China,1956 - 1984,1956-01-01,1984-01-01,Canberra,Closed,11 Feb 2020,2020-02-11,Withheld pending adv,2020
23166143,A1690,1982/3087,Australian Aquitaine Petroleum Limited - export of LNG proposal,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,19 Nov 2020,2020-11-19,Withheld pending adv,2020
23740201,A432,AV1980/953 PART 2,Constitution Section 51 (XXXVIII) Colonial Laws Validity Act and Statute of Westminster application to Australian States,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,21 Aug 2020,2020-08-21,Withheld pending adv,2020
23862702,A8425,F1993/19159,"Hercegovac, S",1992 - 1993,1992-01-01,1993-01-01,Canberra,Closed,29 Jul 2020,2020-07-29,33(1)(d)|33(1)(g),2020
30052013,A11235,67/4,Senate Journals - 67th Session of Parliament - Volume 4 - containing Journal No. 114 (9 May 2000) to Journal No. 165 (7 December 2000),2000 - 2000,2000-01-01,2000-01-01,Canberra,Closed,20 Jun 2014,2014-06-20,Parliament Class A,2020
30058143,A3177,VOL 12,Solicitor General's Opinions Byers 1977-1979,01 Jan 1977 - 31 Dec 1979,1977-01-01,1979-12-31,Canberra,Closed,24 Sep 2020,2020-09-24,33(2)(a)|33(2)(b),2020
30058144,A3177,VOL 13,Solicitor General's Opinions Byers 1980-1983,08 Aug 1977 - 14 Dec 1983,1977-08-08,1983-12-14,Canberra,Closed,24 Sep 2020,2020-09-24,33(2)(a)|33(2)(b),2020
30058527,A9421,232/4 PART 1,Rhodesia - Internal security,13 May 1973 - 28 May 1975,1973-05-13,1975-05-28,Canberra,Closed,08 Oct 2020,2020-10-08,Withheld pending adv,2020
30063814,A13582,2007/2244,Parliamentary Committees - Inquiries - 41St Parliament - Standing Committee On Environment And Heritage - Inquiry Into Sustainable Cities - Attachments To Submissions - Part Two,01 Aug 2000 - 16 Jun 2003,2000-08-01,2003-06-16,Canberra,Closed,20 Jun 2014,2014-06-20,Parliament Class A,2020
30063817,A13582,2007/2247,Parliamentary Committees - Inquiries - 41St Parliament - Standing Committee On Environment And Heritage - Inquiry Into Sustainable Cities - Attachments To Submissions - Part Five,01 Jan 2000 - 07 Nov 2003,2000-01-01,2003-11-07,Canberra,Closed,20 Jun 2014,2014-06-20,Parliament Class A,2020
30063823,A13582,2007/2252,Parliamentary Committees - Inquiries - 41St Parliament - Standing Committee On Environment And Heritage - Inquiry Into Sustainable Cities - Exhibits - Part Two,06 Mar 2000 - 31 Dec 2003,2000-03-06,2003-12-31,Canberra,Closed,20 Jun 2014,2014-06-20,Parliament Class A,2020
30063824,A13582,2007/2253,Parliamentary Committees - Inquiries - 41St Parliament - Standing Committee On Environment And Heritage - Inquiry Into Sustainable Cities - Exhibits - Part Three,01 Dec 2000 - 10 Oct 2003,2000-12-01,2003-10-10,Canberra,Closed,20 Jun 2014,2014-06-20,Parliament Class A,2020
30513408,M4105,434,UNESCO. International Bioethics Committee(1995-2002) printed 2002 and Hugo Ethics Committee 2002 and various loose papers [box 434],2000 - 2002,2000-01-01,2002-01-01,Sydney,Closed,14 Nov 2018,2018-11-14,Closed period,2020
30682248,A7605,32/1550/11 FOLDER 2 PART 5,"32-1550-11 Fire Protection Services Areas 4, 5 And 6 Wormald Fire Systems Pty Ltd 3 Lever Arch Folders 2 - 909 Correspondence Site Book 4",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,14 Feb 2020,2020-02-14,Withheld pending adv,2020
30709579,A9737,1990/3421 PART 1,Bougainville - Contingency Planning,23 Aug 1989 - 31 Jan 1990,1989-08-23,1990-01-31,Canberra,Closed,05 Jun 2020,2020-06-05,Withheld pending adv,2020
30710150,A9737,1991/435 PART 2,Visits to United States [USA] by Prime Minister,20 Jun 1988 - 05 May 1989,1988-06-20,1989-05-05,Canberra,Closed,21 Jan 2020,2020-01-21,Withheld pending adv,2020
30710302,A9737,1990/3420 PART 1,Conzinc Rio Tinto Australia (CRA) and Bougainville Copper Limited (BCL),02 Oct 1981 - 12 Dec 1988,1981-10-02,1988-12-12,Canberra,Closed,20 Aug 2020,2020-08-20,Withheld pending adv,2020
30710303,A9737,1990/3420 PART 2,Conzinc Rio Tinto Australia (CRA) and Bougainville Copper Limited (BCL),12 Dec 1988 - 23 Jun 1989,1988-12-12,1989-06-23,Canberra,Closed,19 Aug 2020,2020-08-19,Withheld pending adv,2020
30710305,A9737,1990/3420 PART 4,Conzinc Rio Tinto Australia (CRA) and Bougainville Copper Limited (BCL),08 Oct 1989 - 29 Jan 1990,1989-10-08,1990-01-29,Canberra,Closed,20 Aug 2020,2020-08-20,Withheld pending adv,2020
30710306,A9737,1990/3420 PART 5,Conzinc Rio Tinto Australia (CRA) and Bougainville Copper Limited (BCL),31 Jan 1990 - 14 Feb 1995,1990-01-31,1995-02-14,Canberra,Closed,13 Aug 2020,2020-08-13,Withheld pending adv,2020
30710358,A9737,1990/3550 PART 5,PNG Bougainville,26 May 1989 - 19 Jun 1989,1989-05-26,1989-06-19,Canberra,Closed,05 Jun 2020,2020-06-05,Withheld pending adv,2020
30710360,A9737,1990/3550 PART 7,PNG Bougainville,28 Jun 1989 - 11 Jul 1989,1989-06-28,1989-07-11,Canberra,Closed,12 Aug 2020,2020-08-12,Withheld pending adv,2020
30710365,A9737,1990/3550 PART 12,PNG Bougainville,11 Sep 1989 - 21 Sep 1989,1989-09-11,1989-09-21,Canberra,Closed,03 Dec 2020,2020-12-03,Withheld pending adv,2020
30710404,A13945,DL2000/202,Politics - monitoring - East Timor - United Nations Mission in East Timor (UNAMET),05 May 1999 - 28 Oct 1999,1999-05-05,1999-10-28,Canberra,Closed,04 Sep 2020,2020-09-04,Withheld pending adv,2020
30710451,A13945,DL2000/200 PART 2,International affairs - policy - East Timor,05 Nov 1999 - 21 Sep 2000,1999-11-05,2000-09-21,Canberra,Closed,15 Oct 2020,2020-10-15,Withheld pending adv,2020
30710463,A13945,DL2000/210,International affairs - bilateral relations - East Timor/Portugal,13 Oct 1999 - 07 Jun 2000,1999-10-13,2000-06-07,Canberra,Closed,09 Jan 2020,2020-01-09,Withheld pending adv,2020
30712720,A9737,1992/51650 PART 45,Politics - monitoring - Indonesia - East Timor - relations with United Nations,28 Sep 1999 - 12 Oct 1999,1999-09-28,1999-10-12,Canberra,Closed,30 Nov 2020,2020-11-30,Withheld pending adv,2020
30712721,A9737,1992/51650 PART 46,Politics - monitoring - Indonesia - East Timor - relations with United Nations,14 Oct 1999 - 21 Jan 2000,1999-10-14,2000-01-21,Canberra,Closed,25 Jun 2020,2020-06-25,Withheld pending adv,2020
30712966,A9737,1991/1827 PART 1,United Kingdom - Australia relations - political consultations,15 Sep 1987 - 18 Jun 1991,1987-09-15,1991-06-18,Canberra,Closed,10 Jan 2020,2020-01-10,Withheld pending adv,2020
8225154,A8425,OSF2000/050221,"Fung, Nam Shan [Immigration case file]",10 Apr 2000 - 07 Aug 2000,2000-04-10,2000-08-07,Sydney,Closed,07 Jun 2018,2018-06-07,Closed period,2020
30714153,A9737,1991/1788 PART 5,United Kingdom - Australia relations,31 May 1990 - 25 Oct 1990,1990-05-31,1990-10-25,Canberra,Closed,20 Jan 2020,2020-01-20,Withheld pending adv,2020
30714693,A13883,822/1/2 PART 2,Commonwealth forces in Malaya and Singapore (including Malayan defence agreement and position under Malaysia),02 Jul 1962 - 24 Mar 1964,1962-07-02,1964-03-24,Canberra,Closed,05 Mar 2020,2020-03-05,Withheld pending adv,2020
30723013,M4326,781,PM 3 May 1999 [Nominations; overseas travel bids; coastal surveillance; Yugoslavia; awards; Defence entitlements; Parliamentary Triangle; Cabinet meetings; international conferences; East Timor; border control; economic figures; Ireland; quarantine; workplace relations; International Mobile Satellite Organisation; Australian Public Service certified agreements; Reserve Bank; taxation; drugs; aviation; GST (Goods & Services Tax); junior rates of pay; Foodbank; Aboriginal matters; competition policy; funding for cathedrals; forestry; youth lobby group; New Zealand Prime Minister; journalists in Belgrade; Singapore; meetings with foreign dignitaries; newspaper articles; Centenary of Federation; preamble to the Constitution; Stolen Generation; Bruce Stadium; correspondence from radio hosts],23 Apr 1999 - 03 May 1999,1999-04-23,1999-05-03,Canberra,Closed,04 Dec 2020,2020-12-04,Withheld pending adv,2020
30729390,K967,18,"Defence Capabilities Review - Drafts of Part 1, Part 2, Part 3 [Part 5]",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,02 Sep 2020,2020-09-02,Withheld pending adv,2020
30821293,A13685,DIO180 PART 1,Red Folder of Records on Timor,1976 - 1977,1976-01-01,1977-01-01,Canberra,Closed,09 Nov 2020,2020-11-09,33(1)(a)|Withheld pending adv,2020
30918231,A446,A1991/62730,[EXEMPT TITLE],1990 - 1992,1990-01-01,1992-01-01,Canberra,Closed,08 Sep 2020,2020-09-08,33(1)(d)|33(1)(e)(ii)|33(1)(g),2020
30926421,A3978,OAKLEY A L,Officers (RAN) personal record - Albert Leslie Oakley,1947 - 1977,1947-01-01,1977-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
30971004,A13860,QX715,"BUCKLEY CHARLES LESLIE : Service Number - QX715 : Date of Birth - 13/Oct/1912 : Place of Birth - BRISBANE, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30971281,A13860,QX1149,"KENT ALAN LYLE : Service Number - QX1149 : Date of Birth - 30/Jul/1917 : Place of Birth - BRISBANE, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30972725,A13860,QX3191,"BLACKBURN EDMUND WILLIAM : Service Number - QX3191 : Date of Birth - 05/06/1905 : Place of Birth - LIVERPOOL, ENGLAND",20 May 1940 - 13 Dec 1945,1940-05-20,1945-12-13,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30972763,A13860,QX3243,"O'BRIEN FELIX JOHN SINCLAIR : Service Number - QX3243 : Date of Birth - 12/12/1906 : Place of Birth - IPSWICH, QLD",25 May 1940 - 21 Jul 1942,1940-05-25,1942-07-21,Canberra,Closed,08 Jun 2011,2011-06-08,33(1)(d)|33(1)(g),2020
30973500,A13860,QX4267,"SHEARER STANLEY THOMAS : Service Number - QX4267 : Date of Birth - 17/04/1905 : Place of Birth - BRISBANE, QLD",21 Oct 1939 - 28 Aug 1942,1939-10-21,1942-08-28,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30974029,A13860,QX5035,"PRICE PATRICK RICHARD : Service Number - QX5035 : Date of Birth - 15/11/1910 : Place of Birth - SYDNEY, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
30974923,A13860,QX6387,"DOLAN MICHAEL JOSEPH : Service Number - QX6387 : Date of Birth - 23/07/1897 : Place of Birth - MAYO, IRELAND",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30976226,A13860,QX8231,"POTTER ALFRED JOHN : Service Number - QX8231 : Date of Birth - 09/12/1910 : Place of Birth - SYDNEY, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30976730,A13860,QX8942,"WALLIS JOHN COLVILLE : Service Number - QX8942 : Date of Birth - 21/01/1916 : Place of Birth - IPSWICH, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30977313,A13860,QX9753,"WARD FREDERICK LESLIE : Service Number - QX9753 : Date of Birth - 18/10/1914 : Place of Birth - DURBAN, SOUTH AFRICA",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
30977321,A13860,QX9764,"MCLEAN KEITH ALLAN : Service Number - QX9764 : Date of Birth - 15/02/1920 : Place of Birth - BRISBANE, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30977402,A13860,QX9872,"GAMBLE NORMAN : Service Number - QX9872 : Date of Birth - 21/08/1909 : Place of Birth - BRISBANE, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30978403,A13860,QX11251,"PARKER Edward Patrick : Service Number - QX11251 : Date of Birth - 16 October 1916 : Place of Birth - WINTON,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30978921,A13860,QX12039,"CRAIG David Francis : Service Number - QX12039 : Date of Birth - 10 February 1916 : Place of Birth - MACKAY,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
30979455,A13860,QX12810,"HARDIMAN Norman William James : Service Number - QX12810 : Date of Birth - 29 February 1912 : Place of Birth - READING,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30979621,A13860,QX13026,"WALLIS John Cecil Earl : Service Number - QX13026 : Date of Birth - 09 January 1917 : Place of Birth - GAYNDAH,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
30983515,A10136,8/3 PART 1,Embassy security,30 Jun 1959 - 13 Dec 1961,1959-06-30,1961-12-13,Canberra,Closed,20 May 2020,2020-05-20,Withheld pending adv,2020
30989208,A9737,1991/3899 Part 5,Japan - Political - Relations with Australia,21 Feb 1992 - 03 Sep 1996,1992-02-21,1996-09-03,Canberra,Closed,28 Sep 2020,2020-09-28,Withheld pending adv,2020
31015183,A5462,3/10/4/2 PART 3,Korean Armistice,04 Feb 1955 - 20 Dec 1955,1955-02-04,1955-12-20,Canberra,Closed,09 Oct 2020,2020-10-09,Withheld pending adv,2020
31015240,A5462,117/9 PART 1,Hungary,13 Apr 1954 - 13 Nov 1956,1954-04-13,1956-11-13,Canberra,Closed,09 Oct 2020,2020-10-09,Withheld pending adv,2020
31015241,A5462,117/9 PART 2,Hungary,13 Nov 1956 - 31 Dec 1956,1956-11-13,1956-12-31,Canberra,Closed,16 Dec 2020,2020-12-16,Withheld pending adv,2020
31016549,A13860,QX14319,"GRAHAM William Gerard : Service Number - QX14319 : Date of Birth - 19 September 1915 : Place of Birth - SYDNEY,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31016680,A13860,QX14492,"SUMMERLAND William John : Service Number - QX14492 : Date of Birth - 01 December 1906 : Place of Birth - LAYTON,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,02 Feb 2011,2011-02-02,33(1)(d)|33(1)(g),2020
31017280,A13860,QX15327,"SERGENT Stewart Raymond : Service Number - QX15327 : Date of Birth - 23 September 1906 : Place of Birth - KEMPSEY,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,28 Sep 2010,2010-09-28,33(1)(d)|33(1)(g),2020
