identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year,current_status,current_barcode,current_decision_date
589014,A1838,815/2/3,Sino - Soviet Bloc - Food & Agriculture,1958 - 1972,1958-01-01,1972-01-01,Canberra,Closed,17 Mar 2014,2014-03-17,Withheld pending adv,2019,Open with exception,,2020-04-09
589045,A1838,169/11/52 PART 12,India - Relations with USSR,1971 - 01 Jan 1800,1971-01-01,1800-01-01,Canberra,Closed,20 Mar 2015,2015-03-20,Withheld pending adv,2019,Open with exception,,2020-06-22
589216,A1838,935/1 PART 5,Assembly of Trusteeship Council Anti-Colonialism,1967 - 1974,1967-01-01,1974-01-01,Canberra,Closed,14 Aug 2019,2019-08-14,Withheld pending adv,2019,Open,,2020-05-22
589876,A1838,189/2/6/4 PART 4,Pakistan States - East Pakistan,1970 - 1971,1970-01-01,1971-01-01,Canberra,Closed,14 May 2014,2014-05-14,Withheld pending adv,2019,Open with exception,,2020-10-15
589877,A1838,189/2/6/4 PART 5,Pakistan States - East Pakistan,1971 - 01 Jan 1800,1971-01-01,1800-01-01,Canberra,Closed,19 May 2014,2014-05-19,Withheld pending adv,2019,Open with exception,,2020-11-19
590043,A1838,3027/10/10/5 ANNEX,Malaysia - Visits to Australia - Tun Abdul Razak and Annex,1973 - 1975,1973-01-01,1975-01-01,Canberra,Closed,16 Jul 2019,2019-07-16,Withheld pending adv,2019,Open,,2020-05-19
590353,A1838,3100/2/3 PART 2,SRD - Special Regional Developments - Insurgency - Malaysia,1973 - 1974,1973-01-01,1974-01-01,Canberra,Closed,25 Sep 2015,2015-09-25,Withheld pending adv,2019,Open with exception,,2020-06-30
590365,A1838,3100/2/8,Foreign Assistance in Counter Insurgency,1973 - 1974,1973-01-01,1974-01-01,Canberra,Closed,25 Sep 2015,2015-09-25,Withheld pending adv,2019,Open,,2020-06-17
590592,A1838,9/2 PART 5,Bulgaria - Political General,1969 - 1974,1969-01-01,1974-01-01,Canberra,Closed,25 Jul 2019,2019-07-25,Withheld pending adv,2019,Open with exception,,2020-02-12
591336,A1838,43/2 PART 6,Malta - Political Developments,1965 - 1971,1965-01-01,1971-01-01,Canberra,Closed,25 Sep 2019,2019-09-25,Withheld pending adv,2019,Open with exception,,2020-03-12
635277,A1838,919/13/4 PART 35,France - Disarmament - Nuclear Weapons Testing,1972 - 1972,1972-01-01,1972-01-01,Canberra,Closed,05 Sep 2016,2016-09-05,Withheld pending adv,2019,Open with exception,,2020-01-08
635315,A1838,1558/1/21,International Court of Justice Judgements and advisory opinions Japanese Australian Fishing dispute,1953 - 1958,1953-01-01,1958-01-01,Canberra,Closed,28 Aug 2019,2019-08-28,Withheld pending adv,2019,Open,,2020-05-19
637727,A5954,1414/6,Minister of Defence - Republic of Indonesia.,1955 - 1955,1955-01-01,1955-01-01,Canberra,Closed,26 Mar 2009,2009-03-26,33(1)(a)|33(1)(b)|Withheld pending adv,2019,Open with exception,,2020-10-28
639311,A7942,C6,Chemical and Biological Warfare,1959 - 1963,1959-01-01,1963-01-01,Canberra,Closed,19 Nov 2014,2014-11-19,Withheld pending adv,2019,Open,,2020-01-10
642867,A5954,1979/47,"Post-War RAAF Nature, Organisation and Strength (Plan ""D"")",1947 - 1947,1947-01-01,1947-01-01,Canberra,Closed,12 Dec 2016,2016-12-12,Withheld pending adv,2019,Open,,2020-06-23
658557,A6119,421,Geoffrey SAWER,1943 - 1958,1943-01-01,1958-01-01,Canberra,Closed,28 Feb 2007,2007-02-28,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
664377,A6119,414,Annie Margaret McARTHUR,1948 - 1959,1948-01-01,1959-01-01,XNAA,Closed,29 Sep 2010,2010-09-29,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
676185,A6119,457,Colin SIMPSON - Volume 1,1954 - 1971,1954-01-01,1971-01-01,Canberra,Closed,14 Sep 2006,2006-09-14,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
676189,A6119,454,"HOLBURN, Marjorie (nee PIZER)",1945 - 1962,1945-01-01,1962-01-01,Canberra,Closed,17 Mar 2011,2011-03-17,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
678568,A6119,477,Clement Byrne CHRISTESEN - Part 5,1958 - 1960,1958-01-01,1960-01-01,Canberra,Closed,21 May 1991,1991-05-21,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
678592,A6119,464,"JOHNSTON, Elliott Frank - Part 2",1953 - 1957,1953-01-01,1957-01-01,XNAA,Closed,09 Feb 2009,2009-02-09,33(1)(a)|33(1)(d)|33(1)(e)(i),2019,Not found,,
678593,A6119,463,"JOHNSTON, Elliott Frank - Part 1",1940 - 1953,1940-01-01,1953-01-01,XNAA,Closed,09 Feb 2009,2009-02-09,33(1)(a)|33(1)(d)|33(1)(e)(i),2019,Not found,,
678598,A6119,439,"HEISER, Ronald Oswald",1949 - 1959,1949-01-01,1959-01-01,Canberra,Closed,09 Nov 2011,2011-11-09,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(e)(iii),2019,Not found,,
682655,A6119,450,George Ernest Archer RUSSELL,1949 - 1960,1949-01-01,1960-01-01,Canberra,Closed,30 May 2011,2011-05-30,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
699839,A5954,1378/6,Chemical and biological warfare,1946 - 1955,1946-01-01,1955-01-01,Canberra,Closed,18 Nov 2014,2014-11-18,Withheld pending adv,2019,Open,,2020-01-20
700235,K60,C28691,DAVERN[nee Armstrong] Susannah,1918 - 1939,1918-01-01,1939-01-01,Perth,Closed,20 May 1996,1996-05-20,33(1)(g),2019,Open,10073795,2016-05-23
713174,AWM121,3/A/1 PART 4,[Records of the Directorate of Military Operations and Plans (DMO & P)] Control of Defence - Area Regulations,1945 - 1963,1945-01-01,1963-01-01,Australian War Memorial,Closed,17 Apr 2012,2012-04-17,Withheld pending adv,2019,Open,,2020-08-11
713603,AWM121,286/A/1 PART 1,Defence Facilities Location Committee - General,1973 - 1974,1973-01-01,1974-01-01,,Closed,17 Apr 2012,2012-04-17,Withheld pending adv,2019,Open,,2020-08-11
714653,AWM121,31/F/3,Naval Air Power Study,1973 - 1973,1973-01-01,1973-01-01,Australian War Memorial,Closed,15 Sep 2011,2011-09-15,Withheld pending adv,2019,Not yet examined,,2020-08-11
714655,AWM121,31/F/4,Naval Air Power Study - Naptans,1973 - 1973,1973-01-01,1973-01-01,Australian War Memorial,Closed,15 Sep 2011,2011-09-15,Withheld pending adv,2019,Not yet examined,,2020-08-11
721616,A5954,1879/5,National Security Resources Board. Requests for Information from the Defence Department,1950 - 1954,1950-01-01,1954-01-01,Canberra,Closed,25 Jan 2018,2018-01-25,Withheld pending adv,2019,Open,,2020-07-06
724151,A6119,522,Dr Julius STONE,1947 - 1955,1947-01-01,1955-01-01,Canberra,Closed,05 Oct 2011,2011-10-05,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
732236,AWM239,1,RAN Medical Officers' Journal: ADELAIDE (5 August 1922 - 27 June 1928),1922 - 1928,1922-01-01,1928-01-01,Australian War Memorial,Closed,07 Apr 2003,2003-04-07,33(1)(g),2019,Open,,2020-02-21
733515,AWM239,124,RAN Medical Officers' Journal: MELBOURNE (8 May 1923 - 1 May 1928),1923 - 1928,1923-01-01,1928-01-01,Australian War Memorial,Closed,10 Apr 2003,2003-04-10,33(1)(g),2019,Open,,2020-02-21
733517,AWM239,130,RAN Medical Officers' Journal: MORESBY (27 April 1933 - 31 December 1937),1933 - 1937,1933-01-01,1937-01-01,Australian War Memorial,Closed,10 Apr 2003,2003-04-10,33(1)(g),2019,Open,,2020-02-21
737100,A1209,1957/5065,Naval study of the SEATO area - including the control and protection of shipping [97 pp],1957 - 1958,1957-01-01,1958-01-01,Canberra,Closed,29 Jan 2015,2015-01-29,33(1)(a)|33(1)(b)|Withheld pending adv,2019,Open with exception,,2020-09-28
759297,A6119,543,FRY Eric Charles Volume 2 [134pp],1949 - 1963,1949-01-01,1963-01-01,Canberra,Closed,25 Oct 2007,2007-10-25,33(1)(a)|33(1)(d),2019,Open with exception,12198249,1993-05-09
759299,A6119,530,Ronald William NEAVE Vol 1,1948 - 1959,1948-01-01,1959-01-01,Canberra,Closed,23 Nov 2010,2010-11-23,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
763339,A6119,566,William J LATONA,1950 - 1961,1950-01-01,1961-01-01,XNAA,Closed,24 Jul 2012,2012-07-24,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Open with exception,11600924,2012-07-24
763340,A6119,565,Phyllis LATONA,1949 - 1961,1949-01-01,1961-01-01,XNAA,Closed,24 Jul 2012,2012-07-24,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Open with exception,11600925,2012-07-24
801095,A6119,619,Frederick Edmund EMERY Volume 2 [45 pages - 34 of these contain exemptions],1959 - 1961,1959-01-01,1961-01-01,Canberra,Closed,23 Feb 2007,2007-02-23,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
834147,A816,19/305/141,Indonesia,1951 - 1952,1951-01-01,1952-01-01,Canberra,Closed,17 Jun 1992,1992-06-17,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g)|Withheld pending adv,2019,Not yet examined,,2020-10-30
842131,A1838,TS684/3 PART 4,NATO,1956 - 1957,1956-01-01,1957-01-01,Canberra,Closed,15 May 2019,2019-05-15,Withheld pending adv,2019,Open,,2020-03-18
842957,A1838,TS1500/1/3/28 PART 6,USSR. Proposed resumption of diplomatic relations,1959 - 1962,1959-01-01,1962-01-01,Canberra,Closed,29 Jun 2009,2009-06-29,33(1)(a)|33(1)(b)|33(1)(g),2019,Open with exception,,2020-01-08
870122,A1838,563/6/15/3,Communism - Four Power Conference on Information Activities - Kuala Lumpur.,1967 - 1973,1967-01-01,1973-01-01,Canberra,Closed,01 Mar 2011,2011-03-01,Withheld pending adv,2019,Open with exception,,2020-07-07
877010,A6119,665,George Ernest Archer RUSSELL,1951 - 1960,1951-01-01,1960-01-01,Canberra,Closed,30 May 2011,2011-05-30,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
882094,A6119,645,"Ivan Fedorovich SKRIPOV, volume 8",1961 - 1961,1961-01-01,1961-01-01,XNAA,Closed,29 Nov 1995,1995-11-29,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
882173,A6119,649,"Herbert William TATTERSELL, volume 1",1949 - 1960,1949-01-01,1960-01-01,Canberra,Closed,26 Jul 2016,2016-07-26,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
886739,A6119,673,Norman McDonald RICHMOND,1938 - 1960,1938-01-01,1960-01-01,Canberra,Closed,23 Jul 2008,2008-07-23,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
893254,A6119,719,Tom NELSON. Volume 1,1944 - 1957,1944-01-01,1957-01-01,XNAA,Closed,26 Jul 2010,2010-07-26,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Open with exception,8334619,2010-07-26
921221,A816,14/301/677,Review of ANZAM planning by United States Joint Chiefs of Staff,1955 - 1956,1955-01-01,1956-01-01,Canberra,Closed,11 Feb 2015,2015-02-11,33(1)(a)|Withheld pending adv,2019,Open,,2020-07-06
929825,D174,H5410/5/14 PART 2,"Ikara Project RAN Minutes of Meetings and Reports, Guidance and Propulsion Progress Meetings",1961 - 1961,1961-01-01,1961-01-01,Canberra,Closed,26 Aug 2016,2016-08-26,Withheld pending adv,2019,Open,,2020-07-01
942081,A1838,2494/12/2,Manila Treaty - Attitude of Non-members to SEATO Cambodia,1956 - 1971,1956-01-01,1971-01-01,Canberra,Closed,16 Oct 2019,2019-10-16,Withheld pending adv,2019,Open with exception,,2020-08-26
942241,A1838,2020/2/23/1 PART 3,External Aid - Policy towards Countries - PNG - General Aid Proramme - Policy,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,27 Aug 2018,2018-08-27,Withheld pending adv,2019,Open,,2020-02-24
943198,A6119,796,"Frances Ada GLUCK (aka Garrett, aka Bernie) nee Scott, Volume 3 [125 pages - 115 of these contain exemptions]",1950 - 1950,1950-01-01,1950-01-01,XNAA,Closed,17 Apr 2012,2012-04-17,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Not found,,
943199,A6119,797,"Frances Ada GLUCK (aka Garrett, aka Bernie) nee Scott, Volume 4 [255 pages - 154 of these contain exemptions]",1950 - 1959,1950-01-01,1959-01-01,XNAA,Closed,17 Apr 2012,2012-04-17,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Open with exception,12095342,2012-04-19
943206,A6119,804,"OLLIER, Rose Marie Volume 5",1953 - 1958,1953-01-01,1958-01-01,XNAA,Closed,02 Mar 1993,1993-03-02,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
943514,A1838,2494/6 PART 2,SEATO Attitude of Members - Australian,1957 - 1962,1957-01-01,1962-01-01,Canberra,Closed,25 Sep 2019,2019-09-25,Withheld pending adv,2019,Open,,2020-01-21
943942,A6119,815,Judah WATEN volume 4,1960 - 1961,1960-01-01,1961-01-01,XNAA,Closed,20 Mar 2012,2012-03-20,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
945517,A1838,2481/5/38/2 PART 2,SEATO Aid - Vietnam Civic Action - Financial Programme & Project Plans,1971 - 1971,1971-01-01,1971-01-01,Canberra,Closed,18 Apr 2017,2017-04-18,Withheld pending adv,2019,Open,,2020-07-01
971758,A6119,840,"MICHELL, Robert Rodon - Part 4",1960 - 1962,1960-01-01,1962-01-01,Canberra,Closed,19 Dec 1994,1994-12-19,,2019,Not found,,
971877,A6119,899,Kenneth John COLDICUTT,1940 - 1962,1940-01-01,1962-01-01,Canberra,Closed,23 Mar 2017,2017-03-23,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Open with exception,12006124,1993-05-06
972332,A6119,860,Donald William Archdell BAKER. Part 1,1952 - 1955,1952-01-01,1955-01-01,XNAA,Closed,07 May 1993,1993-05-07,,2019,Not found,,
984265,AWM52,11/2/38,124 Special Hospital [Whole diary - 10 items] (Jul 1942 - Apr 1945),1942 - 1945,1942-01-01,1945-01-01,Australian War Memorial,Closed,25 May 1993,1993-05-25,33(1)(g),2019,Open,,2020-09-24
1006995,A6119,926,"NEILL, Anne Miscellaneous Part 1",1953 - 1961,1953-01-01,1961-01-01,XNAA,Closed,01 Jul 1993,1993-07-01,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
1006998,A6119,932,Anne NEILL. Supplement 2,1957 - 1958,1957-01-01,1958-01-01,XNAA,Closed,04 Jan 2008,2008-01-04,33(1)(a)|33(1)(d)|33(1)(e)(i)|33(1)(g),2019,Not found,,
1067017,A6119,1080,"CLARKE, Duncan Haig. Supplement 1",1957 - 1959,1957-01-01,1959-01-01,Canberra,Closed,25 Nov 1993,1993-11-25,33(1)(a),2019,Not found,,
1086238,A6059,51/441/15,Malacca Cantonment - Miscellaneous data and correspondence extracted from 'General Policy' file,1958 - 1958,1958-01-01,1958-01-01,Canberra,Closed,03 Mar 2017,2017-03-03,Withheld pending adv,2019,Open,,2020-06-23
1086242,A6059,51/441/20,Bukit Terendak 'Q' briefs,1956 - 1960,1956-01-01,1960-01-01,Canberra,Closed,02 Mar 2017,2017-03-02,Withheld pending adv,2019,Open,,2020-06-23
1086323,A6059,54/441/18,Fire control equipment T-C radar and 'Green Ginger' for SAGW [Surface to Air Guided Weapons] VR 725,1960 - 1962,1960-01-01,1962-01-01,Canberra,Closed,05 Dec 2016,2016-12-05,Withheld pending adv,2019,Open,,2020-06-23
1096713,A6119,1073,"EDSON, George [49 folios, 41 of which contain exemptions]",1948 - 1962,1948-01-01,1962-01-01,Canberra,Closed,22 May 1996,1996-05-22,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g),2019,Open with exception,12135322,2018-10-30
1136644,A1838,2036/15/16/9,Colombo Plan Economic Development - Cambodia Special Aid Support Equipment,1963 - 1971,1963-01-01,1971-01-01,Canberra,Closed,14 Aug 2019,2019-08-14,Withheld pending adv,2019,Open,,2020-08-12
1338805,A1838,169/3/7 PART 1,India - Administrative - Social Justice,1949 - 1975,1949-01-01,1975-01-01,Canberra,Closed,13 Jul 2011,2011-07-13,Withheld pending adv,2019,Open with exception,,2020-01-08
1379684,A1196,15/501/325,Tripartitetalks on South East Asia,1951 - 1952,1951-01-01,1952-01-01,Canberra,Closed,16 Jul 2015,2015-07-16,Withheld pending adv,2019,Open,,2020-07-01
1379911,A1196,37/501/610 PART 1,Fighter effectiveness - studies by ARL,1959 - 1959,1959-01-01,1959-01-01,Canberra,Closed,05 Dec 2016,2016-12-05,Withheld pending adv,2019,Open,,2020-06-23
1389053,A1838,528/1/3 PART 3A,Hong Kong - Political situation status of Hong Kong,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,11 Nov 2015,2015-11-11,Withheld pending adv,2019,Open with exception,,2020-01-29
1389105,A1838,528/1/3/2 PART 1,Hong Kong - Political situation status of Hong Kong - Political aspects,1983 - 1983,1983-01-01,1983-01-01,Canberra,Closed,14 Nov 2019,2019-11-14,Withheld pending adv,2019,Open with exception,,2020-02-06
1389586,A1838,338/2/2 PART 30,Vanuatu - Relations with Australia,1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,26 Sep 2019,2019-09-26,Withheld pending adv,2019,Open with exception,,2020-09-09
1389680,A1838,316/2/1/7/1 PART 2,Fiji - External relations - Relations with Australia - Provision of an information consultant aid,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,04 Dec 2019,2019-12-04,Withheld pending adv,2019,Open with exception,,2020-11-10
1389797,A1838,370/1/20 PART 52,New Zealand - ANZAC and ANZUS including possible revision,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,07 Mar 2019,2019-03-07,Withheld pending adv,2019,Open,,2020-06-09
1389799,A1838,370/1/20 PART 54,New Zealand - ANZAC and ANZUS including possible revision,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Withheld pending adv,2019,Open,,2020-06-09
1389801,A1838,370/1/20 PART 55,New Zealand - ANZAC and ANZUS including possible revision,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,04 Feb 2019,2019-02-04,Withheld pending adv,2019,Open,,2020-06-09
1497184,A1838,316/1/6 PART 16,Fiji - Administration - Political - General,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,18 Feb 2013,2013-02-18,Withheld pending adv,2019,Open with exception,,2020-01-21
1500717,A1838,3006/3/3 PART 35,Cambodia relations with Thailand,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,05 Mar 2014,2014-03-05,Withheld pending adv,2019,Open with exception,,2020-07-06
1500718,A1838,3006/3/3 PART 36,Cambodia relations with Thailand,1983 - 1983,1983-01-01,1983-01-01,Canberra,Closed,25 Feb 2014,2014-02-25,Withheld pending adv,2019,Open with exception,,2020-04-07
1504265,A1838,3040/7/3 PART 1,Philippines - Attitudes towards ASEAN,1973 - 1976,1973-01-01,1976-01-01,Canberra,Closed,31 Mar 2017,2017-03-31,Withheld pending adv,2019,Open with exception,,2020-08-10
1504542,A1838,3040/11/148 PART 1,Philippines - Relations with Pakistan,1948 - 1975,1948-01-01,1975-01-01,Canberra,Closed,08 Sep 2011,2011-09-08,Withheld pending adv,2019,Open,,2020-01-29
1504711,A1838,3020/1/1 PART 5,North Vietnam - Internal - General,1977 - 1978,1977-01-01,1978-01-01,Canberra,Closed,02 Nov 2016,2016-11-02,Withheld pending adv,2019,Open with exception,,2020-03-27
1504714,A1838,3020/1/1 PART 7,North Vietnam - Internal - General,1978 - 1980,1978-01-01,1980-01-01,Canberra,Closed,02 Nov 2016,2016-11-02,Withheld pending adv,2019,Open with exception,,2020-11-23
1504780,A1838,3020/2/1/3 PART 3,Vietnam - Leadership questions,1978 - 1986,1978-01-01,1986-01-01,Canberra,Closed,08 Apr 2014,2014-04-08,Withheld pending adv,2019,Open with exception,,2020-08-31
1504888,A1838,3027/4/1 PART 5,Malaysia - Economic and financial,1975 - 1976,1975-01-01,1976-01-01,Canberra,Closed,30 Sep 2019,2019-09-30,Withheld pending adv,2019,Open with exception,,2020-02-04
1504891,A1838,3027/4/1 PART 9,Malaysia - Economic and financial,1981 - 1982,1981-01-01,1982-01-01,Canberra,Closed,30 Sep 2019,2019-09-30,Withheld pending adv,2019,Open with exception,,2020-01-15
1504898,A1838,3027/4/1 PART 18,Malaysia - Economic and financial,1988 - 1989,1988-01-01,1989-01-01,Canberra,Closed,09 Sep 2019,2019-09-09,Withheld pending adv,2019,Open with exception,,2020-09-15
1504984,A1838,3020/7/1/4 PART 1,Vietnam - Expatriate political groups and activities,1977 - 1982,1977-01-01,1982-01-01,Canberra,Closed,24 Nov 2016,2016-11-24,Withheld pending adv,2019,Open with exception,,2020-02-11
1504999,A1838,3020/10/1 PART 13,North Vietnam - Relations with Australia,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,07 Nov 2016,2016-11-07,Withheld pending adv,2019,Open,,2020-11-18
1505002,A1838,3020/10/1 PART 20,North Vietnam - Relations with Australia,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,02 Nov 2016,2016-11-02,Withheld pending adv,2019,Open,,2020-11-27
1505003,A1838,3020/10/1 PART 21,North Vietnam - Relations with Australia,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,14 Nov 2016,2016-11-14,Withheld pending adv,2019,Open,,2020-11-18
1505005,A1838,3020/10/1 PART 23,North Vietnam - Relations with Australia,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,06 Oct 2016,2016-10-06,Withheld pending adv,2019,Open,,2020-11-18
1505346,A1838,3024/2/4 PART 3,Singapore - Elections,1972 - 1972,1972-01-01,1972-01-01,Canberra,Closed,21 Feb 2014,2014-02-21,Withheld pending adv,2019,Open with exception,,2020-06-30
1505348,A1838,3024/2/4 PART 4,Singapore - Elections,1974 - 1981,1974-01-01,1981-01-01,Canberra,Closed,24 Feb 2014,2014-02-24,Withheld pending adv,2019,Open with exception,,2020-02-12
1505350,A1838,3024/2/4 PART 5,Singapore - Elections,1981 - 1987,1981-01-01,1987-01-01,Canberra,Closed,21 Feb 2014,2014-02-21,Withheld pending adv,2019,Open with exception,,2020-09-29
