title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Correspondence - Mr D W McLeod (supplementary submissions),8881028,A13154,ATS 28,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:38.029641+11:00,01 Oct 1971 - 31 Aug 1972,1971-10-01,1972-08-31,01 Jul 2016,2016-07-01,['Parliament Class A']
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Finke Incident (Miss M Bain and Mr J Moloney),8881069,A13154,ATS 67,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:39.030693+11:00,01 Feb 1975 - 31 Aug 1975,1975-02-01,1975-08-31,16 Feb 2010,2010-02-16,['Parliament Class A']
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Correspondence with Non-Government Organisations - National Council of Aboriginal and Island Women,8881113,A13154,ATS 111,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:40.088648+11:00,01 Mar 1972 - 31 Jul 1974,1972-03-01,1974-07-31,14 Apr 2009,2009-04-14,['Parliament Class A']
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Correspondence with Non-Government Organisations - National Council of Women of Australia,8881114,A13154,ATS 112,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:42.091708+11:00,01 Jan 1972 - 30 Nov 1972,1972-01-01,1972-11-30,21 Apr 2009,2009-04-21,['Parliament Class A']
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Correspondence with Non-Government Organisations - New Era Aboriginal Fellowship Inc (In camera evidence removed for return),8881116,A13154,ATS 114,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:43.314189+11:00,01 Feb 1972 - 30 Nov 1973,1972-02-01,1973-11-30,23 Jun 2006,2006-06-23,['Parliament Class A']
Inquiry into 'The Environmental Conditions of Aborigines and Torres Strait Islanders & the Preservation of their Sacred Sites' - Correspondence with Non-Government Organisations - Aboriginal Advancement League of Victoria,8881177,A13154,ATS 175,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:44.752827+11:00,01 Jan 1972 - 30 Sep 1972,1972-01-01,1972-09-30,23 Jun 2006,2006-06-23,['Parliament Class A']
"Parliamentary Standing Committee on Public Works - Report relating to the proposed construction of a Sewerage System at Katherine, Northern Territory (3rd Report of 1972)",8881770,A7696,59,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:49.254340+11:00,1971 - 1972,1971,1972,20 Dec 2013,2013-12-20,['Parliament Class A']
Select Committee on the Container Method of Handling Cargoes - Western Australian Coastal Shipping Commission,8889176,A13207,CMHC53,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:50.246384+11:00,Jul 1967 - Jul 1967,1967-07,1967-07,30 Mar 2011,2011-03-30,['Parliament Class A']
Select Committee on the Container Method of Handling Cargoes - Australian Chamber of Shipping,8889190,A13207,CMHC67,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:51.905843+11:00,Feb 1967 - Oct 1967,1967-02,1967-10,30 Mar 2011,2011-03-30,['Parliament Class A']
Select Committee on the Container Method of Handling Cargoes - Trans Australian Shipping Pty Ltd,8889208,A13207,CMHC85,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:02:52.953326+11:00,Sep 1967 - Jul 1968,1967-09,1968-07,30 Mar 2011,2011-03-30,['Parliament Class A']
Department of Foreign Affairs and Trade - Cumpston Collection - Negotiation Cables,8889570,A4311,712/2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:02:53.929641+11:00,07 Jun 1963 - 20 Jun 1964,1963-06-07,1964-06-20,06 Dec 2011,2011-12-06,['Withheld pending adv']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with Attorney-General and Attorney-General's Department (miscellaneous)",8897887,M1827,89,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:02:54.897458+11:00,15 Apr 1971 - 17 Jan 1987,1971-04-15,1987-01-17,01 Apr 2015,2015-04-01,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with Gibbs, Chief Justice (miscellaneous) (to end December 1985) [File 1]",8897890,M1827,92,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:02:55.925210+11:00,04 Jan 1972 - 27 Nov 1985,1972-01-04,1985-11-27,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with Government organisations",8897892,M1827,94,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:02:56.945591+11:00,03 Dec 1971 - 15 Jan 1987,1971-12-03,1987-01-15,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with Justices other than High Court (to end 1984) [File 1]",8897893,M1827,95,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:02:58.045253+11:00,29 Oct 1970 - 17 Oct 1984,1970-10-29,1984-10-17,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with law firms",8897896,M1827,98,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:02:58.984216+11:00,06 Dec 1960 - 15 Jan 1985,1960-12-06,1985-01-15,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence with universities, law schools",8897899,M1827,101,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:00.402778+11:00,06 Apr 1972 - 07 Aug 1986,1972-04-06,1986-08-07,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Comments on High Court decisions by other courts",8897904,M1827,106,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:01.389257+11:00,15 Mar 1979 - 11 Mar 1986,1979-03-15,1986-03-11,01 Apr 2015,2015-04-01,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Invitations - Addresses and Conferences, 1983",8897913,M1827,115,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:02.421332+11:00,24 Jan 1983 - 24 Feb 1984,1983-01-24,1984-02-24,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Judgements lists, August 1979 - December 1985",8897931,M1827,133,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:03.522748+11:00,22 Aug 1979 - 13 Dec 1985,1979-08-22,1985-12-13,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Sittings 1983",8897939,M1827,141,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:04.581710+11:00,18 Jan 1983 - 07 Oct 1983,1983-01-18,1983-10-07,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Justice, High Court of Australia)] Judgements never delivered : Harding; British Petroleum versus Hunt",8897943,M1827,145,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:05.576467+11:00,16 Sep 1975 - Nov 1980,1975-09-16,1980-11,01 Apr 2015,2015-04-01,['Non Cwlth-no appeal']
South African Apartheid Policy - General - 1973,8910807,A1209,1977/881 PART 3,False,0,Closed,"['33(1)(a)', '33(1)(b)']",Canberra,2022-01-01T16:03:06.577499+11:00,1977 - 1978,1977,1978,05 Sep 2008,2008-09-05,"['33(1)(a)', '33(1)(b)']"
Dr Wilenski's papers conveyed by the Public Service Board,8910813,A1209,1977/887 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:07.609834+11:00,1973 - 1976,1973,1976,20 Aug 2012,2012-08-20,['Withheld pending adv']
Submission No 1197 : [title exempt]  - Decision 2563,8911305,A12909,1197,False,0,Closed,"['33(1)(a)', '33(1)(j)', '33(2)(a)', '33(2)(b)']",Canberra,2022-01-01T16:03:08.630969+11:00,21 Apr 1977 - 26 Apr 1977,1977-04-21,1977-04-26,01 Jan 2008,2008-01-01,"['33(1)(a)', '33(1)(j)', '33(2)(a)', '33(2)(b)']"
Development of the Blair Athol Coal Project,8913440,A1209,1976/622 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:09.724246+11:00,1981 - 1981,1981,1981,02 Dec 2013,2013-12-02,['Withheld pending adv']
"Tjuringas are sacred stones or pieces of wood belonging to members of certain tribes in Central Australia. Tjuringa is an Aranda term. The Tjuringa represents the essence of spirit of the human totemite (the owner of the Tjuringa). On the Tjuringa will be carved some device peculiar to the totem of the owner. The Tjuringas are sacred and are not to be seen by women or uninititated children. They are kept in sacred storehouses, caves holes in rocks, etc. Each tribal group has its own sacred storehouse [photographic image] / photographer, G Cribb. 1 photographic negative: b&w, acetate",8914018,A1200,L8603B,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T16:03:14.015888+11:00,1947 - 1947,1947,1947,29 May 2006,2006-05-29,['33(1)(g)']
Premiers Conference - February 1976 - Transcript,8930739,A1209,1976/156,False,0,Closed,[],Canberra,2022-01-01T16:03:15.006811+11:00,1976 - 1976,1976,1976,08 May 2017,2017-05-08,[]
The China Navigation Company Limited versus the yacht BUAJA,8933926,A10156,302,False,0,Closed,['Court records'],Canberra,2022-01-01T16:03:16.299133+11:00,1973 - 1974,1973,1974,17 Jun 2014,2014-06-17,['Court records']
"Acquisition of major items of defence equipment [Submission Nos. 427, 1369, 2325, 3041, 4554, 5225, 5238, 5318, 5322, 5333 and 5338 refer]",8938711,A10756,LC773,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:17.319051+11:00,17 Jun 1976 - 10 Mar 1982,1976-06-17,1982-03-10,10 Jun 2011,2011-06-10,['Withheld pending adv']
Third Law of the Sea Conference - Preparatory Committee,9000193,A432,1971/3016 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:18.509779+11:00,1970 - 1971,1970,1971,05 Aug 2021,2021-08-05,['Withheld pending adv']
Third Law of the Sea Conference - Preparatory Committee,9000194,A432,1971/3016 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:19.582015+11:00,1971 - 1971,1971,1971,09 Aug 2021,2021-08-09,['Withheld pending adv']
Third Law of the Sea Conference - Preparatory Committee Meeting - July to August 1971,9000206,A432,1971/3130 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:20.663688+11:00,1971 - 1971,1971,1971,05 Aug 2021,2021-08-05,['Withheld pending adv']
Third Law of the Sea Conference - Preparatory Committee Meeting - July to August 1971,9000207,A432,1971/3130 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:21.678260+11:00,1971 - 1971,1971,1971,05 Aug 2021,2021-08-05,['Withheld pending adv']
Third Law of the Sea Conference - Preparatory Committee Meeting - July to August 1971,9000208,A432,1971/3130 PART 6,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:22.750891+11:00,1971 - 1971,1971,1971,05 Aug 2021,2021-08-05,['Withheld pending adv']
Antarctic Policy Review,9000219,A432,1971/3264 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:23.811774+11:00,1975 - 1976,1975,1976,26 Nov 2012,2012-11-26,['Withheld pending adv']
Antarctic Policy Review,9000220,A432,1971/3264 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:24.811932+11:00,1976 - 1976,1976,1976,15 Nov 2012,2012-11-15,['Withheld pending adv']
Law of the Sea - Ratification of Geneva Conventions,9001789,A432,1971/3415 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:25.915404+11:00,1959 - 1971,1959,1971,13 Nov 2014,2014-11-13,['Withheld pending adv']
Premiers Conference October 1977 - Offshore matters briefing,9003134,A1209,1977/1344 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:26.907548+11:00,1977 - 1977,1977,1977,26 Sep 2019,2019-09-26,['Withheld pending adv']
"Law of the Sea - Preparatory Committee Meeting, February - March 1972",9003993,A432,1972/3075,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:28.242144+11:00,1971 - 1972,1971,1972,05 Aug 2021,2021-08-05,['Withheld pending adv']
Joint United States-Australia Defence Space Research Facility,9004384,A1209,1984/884 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:29.248864+11:00,1983 - 1988,1983,1988,10 Jul 2012,2012-07-10,['Withheld pending adv']
"[Personal Papers of Prime Minister Fraser] Herbicides in Vietnam [includes papers relating to statement by A E Adermann (Minister for Veterans Affairs), report by Australian Army Operational Research Group, Hansard extracts, Defence records etc]",9022507,M1268,254,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:30.284224+11:00,1980 - 31 Mar 1980,1980,1980-03-31,19 Jun 2017,2017-06-19,['Withheld pending adv']
"[Personal Papers of Prime Minister Fraser] [Office of National Assessments - Andrew Campbell Affair 1980, includes papers relating to security instructions, retention of intelligence material, Hansard extracts, 'ASIO Inquiries Requested by Director-General Part 1: (Lost ASIO Document, Press Leaks and Alleged Security Breaches)' Part 2: '(Document Search and Protective Security Review)' etc]",9022565,M1268,297 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:31.257062+11:00,23 Sep 1977 - 15 Apr 1980,1977-09-23,1980-04-15,05 Jul 2012,2012-07-05,['Withheld pending adv']
"[Personal Papers of Prime Minister Fraser] [Office of National Assessments - Andrew Campbell Affair 1980, includes papers relating to Afghanistan, United States Central Intelligence Agency (CIA), internal Public Service personnel matters, National Times article on ONA etc]",9022566,M1268,297 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:32.365388+11:00,05 May 1980 - 16 Jul 1980,1980-05-05,1980-07-16,05 Jul 2012,2012-07-05,['Withheld pending adv']
"[Personal Papers of Prime Minister Fraser] Sundry [includes papers relating to superannuation, Australian-Soviet relations, Afghanistan etc]",9022638,M1268,365,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:33.455508+11:00,26 Feb 1979 - 15 Feb 1983,1979-02-26,1983-02-15,29 Aug 2011,2011-08-29,['Withheld pending adv']
"[Personal Papers of Prime Minister Fraser] Discussions and statements (not Prime Minister) [relating to Soviet invasion of Afghanistan, East-West relations etc]",9022683,M1269,45,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:34.527031+11:00,23 Jan 1980 - 07 Feb 1980,1980-01-23,1980-02-07,24 Sep 2015,2015-09-24,['Withheld pending adv']
"Brief for Visit by Minister for External Affairs (the Honorable Paul Hasluck, MP) to South-East Asia - June 1964",9024029,A4311,314/2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:39.310108+11:00,1964 - 1964,1964,1964,19 Feb 2015,2015-02-19,['Withheld pending adv']
"Brief for Visit by Minister for External Affairs (the Honorable Paul Hasluck, MP) to South-East Asia - June 1964",9024092,A4311,712/5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:40.407074+11:00,1964 - 1964,1964,1964,19 Feb 2015,2015-02-19,['Withheld pending adv']
"[Sir Harry Gibbs (Justice, High Court of Australia)] High Court memoranda, 1980",9025965,M1827,7,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:41.443947+11:00,23 Jan 1980 - 10 Dec 1980,1980-01-23,1980-12-10,08 Apr 2015,2015-04-08,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] High Court memoranda, 1981",9025966,M1827,8,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:42.436141+11:00,08 Oct 1980 - 16 Dec 1981,1980-10-08,1981-12-16,08 Apr 2015,2015-04-08,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] High Court memoranda, 1982",9025967,M1827,9,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:43.467092+11:00,23 Oct 1981 - 16 Dec 1982,1981-10-23,1982-12-16,08 Apr 2015,2015-04-08,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] High Court memoranda, 1983",9025968,M1827,10,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:44.487700+11:00,26 Sep 1980 - 16 Dec 1983,1980-09-26,1983-12-16,08 Apr 2015,2015-04-08,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] High Court memoranda, 1984",9025969,M1827,11,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:45.536912+11:00,May 1982 - 10 Dec 1984,1982-05,1984-12-10,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] High Court memoranda, 1986",9025971,M1827,13,False,0,Closed,['Non Cwlth-no appeal'],Canberra,2022-01-01T16:03:46.505173+11:00,11 Jun 1982 - 31 Dec 1986,1982-06-11,1986-12-31,13 Apr 2015,2015-04-13,['Non Cwlth-no appeal']
Extremist and terrorist matters,9035227,A5034,SR1973/2041 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:47.521619+11:00,1969 - 1973,1969,1973,22 Jul 2014,2014-07-22,['Withheld pending adv']
Extremist and terrorist matters,9035228,A5034,SR1973/2041 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:48.476967+11:00,1973 - 1973,1973,1973,22 Jul 2014,2014-07-22,['Withheld pending adv']
Extremist and terrorist matters,9035229,A5034,SR1973/2041 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:49.449186+11:00,1973 - 1973,1973,1973,25 Jul 2014,2014-07-25,['Withheld pending adv']
Extremist and terrorist matters,9035231,A5034,SR1973/2041 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:50.529258+11:00,1974 - 1974,1974,1974,06 Jan 2015,2015-01-06,['Withheld pending adv']
Senate Select Committee on civil rights of migrants,9035329,A5034,SR1973/2158 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:51.529331+11:00,1972 - 1972,1972,1972,07 Jan 2014,2014-01-07,['Withheld pending adv']
Senate Select Committee on civil rights of migrants,9035331,A5034,SR1973/2158 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:53.210894+11:00,1973 - 1973,1973,1973,09 Dec 2013,2013-12-09,['Withheld pending adv']
New and Permanent Parliament House [Submission Nos. 3853 and 3976 refer],9037045,A10756,LC1387 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:55.019552+11:00,19 Mar 1979 - 29 May 1980,1979-03-19,1980-05-29,18 Nov 2011,2011-11-18,['Withheld pending adv']
"New and Permanent Parliament House [Submission Nos. 5506, 5585 and 5850 refer]",9037048,A10756,LC1387 PART 7,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:56.018517+11:00,12 Mar 1982 - 21 Feb 1983,1982-03-12,1983-02-21,10 Apr 2019,2019-04-10,['Withheld pending adv']
Senate Select Committee on civil rights of migrants,9042705,A5034,SR1973/2158 PART 1,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T16:03:57.024601+11:00,1973 - 1973,1973,1973,24 Apr 2014,2014-04-24,['33(1)(g)']
Third United Nations Conference on the Law of the Sea interdepartmental discussions following Caracas session,9042861,A5034,SR1974/3083 PART 6,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:03:58.005441+11:00,1974 - 1975,1974,1975,13 Jul 2016,2016-07-13,['Withheld pending adv']
"[LESSLIE Raymond Edwin (Private) : Service Number - 2/883 : Unit - Australian Army Canteen Services, Australian Military Forces : Date of Court Martial - 22 December 1949]",9045250,A471,81299,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T16:03:59.033346+11:00,1949 - 1949,1949,1949,11 Aug 2011,2011-08-11,['33(1)(g)']
Correspondence  - General Inwards,9121223,A13397,CORLEG 1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:00.053563+11:00,03 Nov 1988 - 27 Jul 1989,1988-11-03,1989-07-27,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence - General Outwards,9121224,A13397,CORLEG 2,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:04.342678+11:00,21 Nov 1988 - 20 Feb 1989,1988-11-21,1989-02-20,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence  - State Government,9121225,A13397,CORLEG 3,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:05.402277+11:00,22 Nov 1988 - 10 Apr 1989,1988-11-22,1989-04-10,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence -  Members,9121226,A13397,CORLEG 4,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:06.420305+11:00,04 Nov 1988 - 21 Mar 1989,1988-11-04,1989-03-21,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence - Office of Parliamentary Council,9121227,A13397,CORLEG 5,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:07.437370+11:00,05 Apr 1989 - 05 Apr 1989,1989-04-05,1989-04-05,20 Jun 2014,2014-06-20,['Parliament Class A']
Chairman,9121228,A13397,CORLEG 6,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:08.466400+11:00,15 Feb 1989 - 12 Apr 1989,1989-02-15,1989-04-12,20 Jun 2014,2014-06-20,['Parliament Class A']
Background Material,9121229,A13397,CORLEG 7,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:09.468100+11:00,25 Oct 1988 - 09 Feb 1989,1988-10-25,1989-02-09,20 Jun 2014,2014-06-20,['Parliament Class A']
Committee Documents,9121230,A13397,CORLEG 8,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:10.469228+11:00,16 Nov 1988 - 16 Nov 1988,1988-11-16,1988-11-16,20 Jun 2014,2014-06-20,['Parliament Class A']
Media Coverage of  Committee,9121231,A13397,CORLEG 9,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:11.765724+11:00,11 Nov 1988 - 02 Mar 1989,1988-11-11,1989-03-02,20 Jun 2014,2014-06-20,['Parliament Class A']
Hearing - Supplementary Material Part 1,9121232,A13397,CORLEG 10,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:12.732211+11:00,09 Feb 1989 - 12 Feb 1989,1989-02-09,1989-02-12,20 Jun 2014,2014-06-20,['Parliament Class A']
Hearing - Supplementary Material Part 2,9121233,A13397,CORLEG 11,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:13.708095+11:00,02 Feb 1989 - 05 Apr 1989,1989-02-02,1989-04-05,20 Jun 2014,2014-06-20,['Parliament Class A']
Hearings Supplementary Material  - Bell/Bond/SGIC,9121234,A13397,CORLEG 12,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:14.707293+11:00,13 Feb 1989 - 31 Jul 1991,1989-02-13,1991-07-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Hearings - Supplementary Material  - Rothwells,9121235,A13397,CORLEG 13,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:15.733834+11:00,06 Mar 1989 - 31 Jul 1991,1989-03-06,1991-07-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Report - Draft,9121236,A13397,CORLEG 14,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:16.727209+11:00,06 Mar 1989 - 01 Apr 1991,1989-03-06,1991-04-01,20 Jun 2014,2014-06-20,['Parliament Class A']
Terms of Reference and Committee Membership,9121237,A13397,CORLEG 15,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:17.956654+11:00,17 Oct 1988 - 02 Mar 1989,1988-10-17,1989-03-02,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 1- 15,9121238,A13397,CORLEG 16,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:18.910132+11:00,22 Dec 1987 - 16 Feb 1989,1987-12-22,1989-02-16,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 16-25,9121239,A13397,CORLEG 17,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:19.907490+11:00,18 Sep 1987 - 06 Jan 1989,1987-09-18,1989-01-06,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions 26 - 29, 31- 34",9121240,A13397,CORLEG 18,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:20.956214+11:00,02 Aug 1988 - 14 Feb 1989,1988-08-02,1989-02-14,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions 35-41, 43-45",9121241,A13397,CORLEG 19,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:22.009127+11:00,05 Nov 1988 - 16 Jan 1989,1988-11-05,1989-01-16,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions 47, 49-61",9121242,A13397,CORLEG 20,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:23.103721+11:00,08 Feb 1985 - 04 Apr 1989,1985-02-08,1989-04-04,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions National Companies and Security Commission 30, 42, 46, 48",9121243,A13397,CORLEG 21,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:24.106352+11:00,19 Jan 1988 - 20 Feb 1989,1988-01-19,1989-02-20,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 41 - 50,9121317,A13411,STBS 5,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:28.231884+11:00,31 Jul 1992 - 04 Sep 1992,1992-07-31,1992-09-04,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 51 - 60,9121318,A13411,STBS 6,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:29.246186+11:00,15 Apr 1990 - 27 Oct 1992,1990-04-15,1992-10-27,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 61 - 70,9121319,A13411,STBS 7,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:30.184607+11:00,31 Dec 1990 - 07 Aug 1992,1990-12-31,1992-08-07,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 71 - 86,9121320,A13411,STBS 8,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:31.269803+11:00,01 Jan 1980 - 16 Oct 1992,1980-01-01,1992-10-16,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 87 - 92,9121321,A13411,STBS 9,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:32.256206+11:00,01 Jan 1980 - 08 Sep 1992,1980-01-01,1992-09-08,20 Jun 2014,2014-06-20,['Parliament Class A']
Final Report,9121322,A13411,STBS 10,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:33.313449+11:00,01 Jan 1992 - 30 Sep 1992,1992-01-01,1992-09-30,20 Jun 2014,2014-06-20,['Parliament Class A']
