identifier,series,control_symbol,title,series_title,contents_date_str,contents_start_date,contents_end_date,access_status,access_decision_date,reasons
3015937,A1209,1981/1379,Enhanced radiation weapons - Neutron bomb,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2011-10-31 00:00:00,Withheld pending adv
3015974,A1209,1981/1435 PART 1,Situation in Northern Ireland - Hunger strikers,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2014-02-10 00:00:00,Withheld pending adv
3015975,A1209,1981/1435 PART 2,Situation in Northern Ireland - Hunger strikers,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2014-02-10 00:00:00,Withheld pending adv
3015976,A1209,1981/1435 PART 3,Situation in Northern Ireland - Hunger strikers,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2014-02-10 00:00:00,Withheld pending adv
3016006,A1209,1981/1488,Australian Security Intelligence Organisation [ASIO] - Reports on security procedures in departments,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2011-07-25 00:00:00,Withheld pending adv
3016113,A1209,1981/1791 PART 1,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2011-11-01 00:00:00,Withheld pending adv
3016114,A1209,1981/1791 PART 2,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2011-11-01 00:00:00,Withheld pending adv
3016115,A1209,1981/1791 PART 3,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1982 - 1982,1982-01-01,1982-01-01,Closed,2014-01-06 00:00:00,Withheld pending adv
3016116,A1209,1981/1791 PART 4,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1982 - 1983,1982-01-01,1983-01-01,Closed,2015-10-22 00:00:00,Withheld pending adv
3016117,A1209,1981/1791 PART 5,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1983 - 1983,1983-01-01,1983-01-01,Closed,2015-09-11 00:00:00,Withheld pending adv
3016119,A1209,1981/1791 PART 7,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2015-10-22 00:00:00,Withheld pending adv
3016120,A1209,1981/1791 PART 8,Australia's relations with Indonesia - East Timor,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2015-10-22 00:00:00,Withheld pending adv
3016335,A1690,1966/1607,Detailed assessment of usable water resources iun Australia [3cm],"Correspondence files, annual single number series with occasional alphabetical prefix [Main correspondence files series of the agency]",1967 - 1967,1967-01-01,1967-01-01,Closed,1997-07-15 00:00:00,Closed period
3016340,A1690,1966/1672,"Water for Peace Conference, Washington - 1967","Correspondence files, annual single number series with occasional alphabetical prefix [Main correspondence files series of the agency]",1967 - 1967,1967-01-01,1967-01-01,Closed,1997-07-15 00:00:00,Closed period
3017541,K279,1981/59,"Aboriginal Affairs - Lake Gnangara - Nyoongah Community - reticulation, sewage and waste water collection [Works/Construction]","Correspondence files, annual single number series",1981 - 1982,1981-01-01,1982-01-01,Closed,2002-11-20 00:00:00,Closed period
3017673,K279,1981/619,Postal - Kalgoorlie Post Office - repairs and maintenance programme 1981/1982 [Works/Construction],"Correspondence files, annual single number series",1981 - 1984,1981-01-01,1984-01-01,Closed,2006-07-19 00:00:00,Closed period
3017844,K279,1982/969,Postal - Boulder Post Office and quarters - report on structural condition [Works/Construction],"Correspondence files, annual single number series",1982 - 1983,1982-01-01,1983-01-01,Closed,2006-02-27 00:00:00,Closed period
3018277,A1209,1981/855 PART 1,Uranium - United States of America - Anti-Trust Laws - Westinghouse case,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2014-07-28 00:00:00,Withheld pending adv
3018413,A1209,1981/933 PART 1,Uranium enrichment and research,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2013-11-29 00:00:00,Withheld pending adv
3018965,A1209,1981/1214 PART 2,Australian institute of international affairs,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1984,1981-01-01,1984-01-01,Closed,2011-09-20 00:00:00,Closed period
3019975,A1209,1981/1294,Unauthorised disclosure Street/Haig - Correspondence on Sinai peacekeeping force,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1981 - 1981,1981-01-01,1981-01-01,Closed,2013-10-14 00:00:00,Withheld pending adv
3027483,C4076,HN1290,Moruya Post Office and residence [box 610],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3028596,C4076,HN5138,Gwandalan Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3028670,C4076,HN1483,"Cartoonist Bicentennial stamps ""Living Together"" [box 611]","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1988 - 1988,1988-01-01,1988-01-01,Closed,2008-06-23 00:00:00,Closed period
3028671,C4076,HN1484,"Cartoonist Bicentennial stamps ""Living Together"" [box 611]","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1988 - 1988,1988-01-01,1988-01-01,Closed,2008-06-23 00:00:00,Closed period
3028672,C4076,HN1485A,Bicentennial First Day covers [box 611],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1988 - 1988,1988-01-01,1988-01-01,Closed,2008-06-23 00:00:00,Closed period
3028673,C4076,HN1485B,Bicentennial First Day covers [box 611],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1988 - 1988,1988-01-01,1988-01-01,Closed,2008-06-23 00:00:00,Closed period
3028716,C4076,HN1527,Christmas stamps [box 611],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3028717,C4076,HN1528,Bicentennial postage stamps 37 cents [box 611],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3030318,C4076,HN5314A,Nelligen Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3030319,C4076,HN5314B,Nelligen Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3030320,C4076,HN5314C,"Donoghue, Ms Judy; Postmistress - Nelligen Post Office [box 612]","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2007-07-11 00:00:00,Closed period
3030587,C4076,HN5347,North Rothbury Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2007-07-11 00:00:00,Closed period
3030742,A4624,CERBERUS 31/12/1943 PART 2,Ships Ledger HMAS CERBERUS Quarter Ending: 31/12/1943 part 2,"Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030751,A4624,CERBERUS 31/12/1943 PART 5,Ships Ledger HMAS CERBERUS Quarter Ending: 31/12/1943 part 5,"Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030758,C4076,HN5391,Parkes Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3030760,C4076,HN5392,"West divisional office, Parkes [box 612]","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3030761,A4624,CERBERUS LEDGER 30/9/43 PART 5,"Ledger for HMAS Cerberus, quarter ending 30 September 1943 - Part 5","Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030765,A4624,CERBERUS 31/3/1943 PART 2,Ships Ledger HMAS CERBERUS Quarter Ending: 31/3/1943 part 2,"Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030768,A4624,CERBERUS 30/9/1943 PART 2,Ships Ledger HMAS CERBERUS Quarter Ending: 30/9/1943 part 2,"Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030778,A4624,CERBERUS 30/9/1943 PART 4,Ships Ledger HMAS CERBERUS Quarter Ending: 30/9/1943 part 4,"Ships' Ledgers, HMAS Ships",1943 - 1943,1943-01-01,1943-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030830,A4624,CERBERUS 31/3/1944 PART 3,Ships Ledger HMAS CERBERUS Quarter Ending: 31/3/1944 part 3,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3030841,A4624,CERBERUS 31/3/1944 PART 2,Ships Ledger HMAS CERBERUS Quarter Ending: 31/3/1944 part 2,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-05 00:00:00,33(1)(g)
3031034,A1209,1957/4662 PART 1,Australian transport policy defence committee review,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2015-12-02 00:00:00,Withheld pending adv
3031036,A1209,1957/4662 PART 2,Australian transport policy defence committee review,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2015-11-23 00:00:00,Withheld pending adv
3031365,A4624,CERBERUS 31/3/1944 PART 4,Ships Ledger HMAS CERBERUS Quarter Ending: 31/3/1944 part 4,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-06 00:00:00,33(1)(g)
3031375,A4624,CERBERUS 31/3/1944 PART 1,Ships Ledger HMAS CERBERUS Quarter Ending: 31/3/1944 part 1,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-06 00:00:00,33(1)(g)
3031378,A4624,CERBERUS 30/9/1944 PART 2,Ships Ledger HMAS CERBERUS Quarter Ending: 30/9/1944 part 2,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-06 00:00:00,33(1)(g)
3031397,A4624,CERBERUS 30/9/1944 PART 3,Ships Ledger HMAS CERBERUS Quarter Ending: 30/9/1944 part 3,"Ships' Ledgers, HMAS Ships",1944 - 1944,1944-01-01,1944-01-01,Closed,1997-08-06 00:00:00,33(1)(g)
3031433,C4076,HN5556,Tenterfield Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3031434,C4076,HN5557,Celebrations to makr the centenary of Tenterfield Post Office [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3031459,C4076,HN5572B,Timbriebungie Post Office closed c.1930 [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031460,C4076,HN5572 PART B,Timbriebungie Post Office closed c.1930,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031462,C4076,HN5572A,Timbriebungie Post Office closed c.1930 [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031463,C4076,HN5572 PART B,Timbriebungie Post Office closed c.1930,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031466,C4076,HN5572C,Timbriebungie Post Office closed c.1930 [box 612],"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031468,C4076,HN5572 PART D,Timbriebungie Post Office closed c.1930,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031471,C4076,HN5572 PART A,Timbriebungie Post Office closed c.1930,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3031569,C4076,HN5664 PART A,"Postmaster General Float, Colonial Week Parade, Wauchope","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3031570,C4076,HN5664 PART B,"Postmaster General Float, Colonial Week Parade, Wauchope","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3031649,C4076,HN5708,Wilcannia Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3031665,C4076,HN5713,Willow Tree Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3031693,C4076,HN5729 PART A,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031694,C4076,HN5729 PART B,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031695,C4076,HN5729 PART C,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031696,C4076,HN5729 PART D,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031697,C4076,HN5729 PART E,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031698,C4076,HN5729 PART F,Celebrations to mark the 150th anniversary of postal services at Wollongong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3031706,C4076,HN5734,Woolwich Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3031708,C4076,HN5736,100th anniversary of Woy Woy Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3031760,C4076,HN5760,Yeoval Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3031763,C4076,HN5763,Young Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3037237,D2048,G864 PART 6,"Progress reports, patients at Bedford Park Myrtle Bank Mental Hospital","General policy files, single number series with ""G"" prefix.",1922 - 1923,1922-01-01,1923-01-01,Closed,1997-08-18 00:00:00,33(1)(g)
3037521,A1209,1957/5279,United Nations General Assembly on Hungary,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2014-05-05 00:00:00,Withheld pending adv
3037522,C4076,HN6102,"Gunbar Post Office and Priestly, Myra - Postmistress","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3037523,A1209,1957/5282,Hungary - Situation reports 1957,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2014-05-05 00:00:00,Withheld pending adv
3037579,C4076,HN6121,Kangaloon Post Office and residence,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3037581,C4076,HN6122,Kanwal Post Office and store,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3037583,C4076,HN6123,Kearsley Post Office and garage,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3037607,A1209,1957/5357,United Kingdom - Defence policy in South East Asia,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2009-11-10 00:00:00,Withheld pending adv
3037626,C4076,HN6136,Kurri Kurri Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3037634,C4076,HN6139,Lake Cargelligo Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3037650,C4076,HN6143,Lane Cove North Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3037689,C4076,HN6157,McMahons Point Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3037709,C4076,HN6165,Mannering Park Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3037722,C4076,HN6169,Matcham Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3037784,C4076,HN6190,Mogo Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1981 - 1981,1981-01-01,1981-01-01,Closed,2008-06-23 00:00:00,Closed period
3037821,A1209,1957/5521,Commonwealth Far East Forces - Proposals of United Kingdom Minister for Defence 1957,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1957 - 1957,1957-01-01,1957-01-01,Closed,2010-10-27 00:00:00,Withheld pending adv
3037823,C4076,HN6205,Morisset Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3037855,C4076,HN6214,Mount Kembla Post Office and store,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3037900,C4076,HN6230,"Site of Mutt Billy Post Office in ""Harp of Erin"" inn","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3037902,C4076,HN6231,"Site of Mutt Billy Post Office in ""Harp of Erin"" inn","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3038755,C4076,HN10010,"Brazel, K - NSW State Manager, Australia Post","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3038779,C4076,HN10018 PART A,"Condie, Cliff - Deputy State Manager, Australia Post","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3038882,C4076,HN10057,"Nagle, John Albert - Postmaster, Ettalong Beach","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3038899,C4076,HN10059 PART A,"Restored grave of Nichols, Isaac - First NSW Postmaster","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3038900,C4076,HN10059 PART B,"Restored grave of Nichols, Isaac - First NSW Postmaster","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3038901,C4076,HN10059 PART C,"Restored grave of Nichols, Isaac - First NSW Postmaster","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3038922,C4076,HN10062,"Paton, Alf - Acting chairman Australian Postal Commission with ""stamp insurance"" policy","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1985 - 1985,1985-01-01,1985-01-01,Closed,2008-06-23 00:00:00,Closed period
3038982,C4076,HN10085,"Ross, Howard - Photographer","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3038991,C4076,HN10018 PART B,"Condie, Cliff - Deputy State Manager, Australia Post","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3039005,C4076,HN10088,"Yerbury, Di - Australia Post Commissioner","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3039074,A1209,1958/5059,China - Economic and political reports 1958,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2013-12-19 00:00:00,Withheld pending adv
3039175,A1209,1958/5193,Industrial mobilisation course - Lecture by Chief General Staff on strategic basis of Australian defence - Policy,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2015-11-23 00:00:00,Withheld pending adv
3039227,A1209,1958/5229,Vietnam - Economic and political reports - 1958,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2011-11-23 00:00:00,Withheld pending adv
3039290,A1209,1958/5346,"Lecture by Dr R Cockburn, Controller of guided weapons and electronics - United Kingdom Department of Supply","Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2012-04-10 00:00:00,Withheld pending adv
3039320,A1209,1958/5389,Australian naval adviser for Malaya,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2013-08-14 00:00:00,Withheld pending adv
3039322,A1209,1958/5399,British commonwealth trade and economic conference - 2nd preparatory meeting of officials - Policy,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2015-11-26 00:00:00,Withheld pending adv
3039353,A1209,1958/5436 PART 1,Hungary - Further United Nations action 1958,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2015-11-30 00:00:00,Withheld pending adv
3039564,B73,M78025,"BUXTON, Arthur [2 cm]","Personal case files, World War I",1917 - 1957,1917-01-01,1957-01-01,Closed,1997-08-21 00:00:00,33(1)(g)
3039566,B73,H78025,"BUXTON, Arthur [2 cm]","Personal case files, World War I",1934 - 1955,1934-01-01,1955-01-01,Closed,1997-08-21 00:00:00,33(1)(g)
3039713,C4076,HN16021 PART A,Canberra festival,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3039715,C4076,HN16021 PART B,Canberra festival,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1982 - 1982,1982-01-01,1982-01-01,Closed,2008-06-23 00:00:00,Closed period
3039717,C4076,HN16022 PART A,"Captains Flat post office centenary, 16 April 1983 [photographic image]: [people standing in field]. 1 photographic negative (1 of 10 images), colour; 35mm","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3039718,C4076,HN16022 PART B,"Captains Flat post office centenary, 16 April 1983 [photographic image]: [man riding horse with 2 people]. 1 photographic negative (2 of 10 images), colour; 35mm","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3039719,C4076,HN16022 PART C,"Captains Flat post office centenary, 16 April 1983 [photographic image]: [horse and royal mail cart]. 1 photographic negative (3 of 10 images), colour; 35mm","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3039720,C4076,HN16022 PART D,"Captains Flat post office centenary, 16 April 1983 [photographic image]: [horse and royal mail cart]. 1 photographic negative (4 of 10 images), colour; 35mm","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3039722,A1209,1958/5718,[Portion of title exempt] JIB [Joint Intelligence Bureau] report 1954 [113pp],"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1954 - 1954,1954-01-01,1954-01-01,Closed,1997-12-15 00:00:00,33(1)(a)
3039734,C4076,HN16026 PART A,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
